"","Bias_num","title","description","channel","id"
"33",0,"How breathing and metabolism are interconnected | Ruben Meerman | TEDxBundaberg","Ruben shares his knowledge on how to breathe yourself thin by explaining where fat goes when you lose weight.  Ruben is better known to Aussie kids as the Surfing Scientist. He performed experiments on ABC television programs for more than a decade and was the first ever resident scientist on Play School. Ruben's research was published in the British Medical Journal and he is the Author of Big Fat Myths. This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at https://www.ted.com/tedx","TEDx Talks","nM-ySWyID9o"
"34",0,"The mathematics of weight loss | Ruben Meerman | TEDxQUT (edited version)","This is the edited version of The Mathematics of Weight Loss presented by Ruben Meerman.In the spirit of ideas worth spreading, TEDx is a program of local, self-organized events that bring people together to share a TED-like experience. At a TEDx event, TEDTalks video and live speakers combine to spark deep discussion and connection in a small group. These local, self-organized events are branded TEDx, where x = independently organized TED event. The TED Conference provides general guidance for the TEDx program, but individual TEDx events are self-organized.* (*Subject to certain rules and regulations)","TEDx Talks","vuIlsN32WaE"
"35",0,"Intermittent Fasting: Transformational Technique | Cynthia Thurlow | TEDxGreenville","NOTE FROM TED: Please do not look to this talk for medical advice and consult a medical professional before adopting an intermittent fasting regiment. This talk only represents the speaker’s views on fasting, diet, and health. TEDx events are independently organized by volunteers. The guidelines we give organizers are described in more detail here: http://storage.ted.com/tedx/manuals/t...Two-thirds of women 40-59 years old are overweight and more than 1/2 are obese. Intermittent fasting can help women lose weight effectively. And can have profound impact on bio-physical profiles, but also improved self esteem and interpersonal relationships. It is easy to implement, it is inexpensive and flexible.Cynthia is a Western medicine trained nurse practitioner and functional nutritionist who is passionate about female hormonal health. She believes that the inherent power of food and nutrition can be your greatest asset to your health and wellness journey. She works 1:1 with female clients and is the creator of Wholistic Blueprint a 6-week signature program for female hormonal health, she's also the co-host of Everyday Wellness podcast and a recurring segment contributor on her local ABC affiliate in Washington, DC. This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at https://www.ted.com/tedx","TEDx Talks","A6Dkt7zyImk"
"36",0,"Recipe to losing weight | Anna Verhulst | TEDxMaastricht","This talk was given at a local TEDx event, produced independently of the TED Conferences. Anna Verhulst (23) is a fifth year medical student at Maastricht University, doing her internship in Eindhoven. She has a particular interest in the fields of oncology and sports medicine, but isn’t quite sure yet what kind of doctor she wants to become when she graduates in 2016. Anna is a keen writer, sharing her experiences as a junior intern through columns, essays and opinion pieces. A selection of her publications can be found at annaverhulst.blogspot.nl. In between her internships, she is also involved in a research project that explores the possibilities of exercise rehabilitation in cancer survivors.On stage at TEDx Maastricht 2014, Anna will share a story that she has purposely kept silent for a long time. It is a story that has nothing to do with her work as a medical student, researcher or writer. It is her personal story, for which she has finally worked up the courage to share it with the public.Website: http://tedxmaastricht.nlFlickr: https://www.flickr.com/photos/tedxmaa...Facebook:https://www.facebook.com/TEDxMaastrichtTwitter: https://twitter.com/TEDxMaastrichtAbout TEDx, x = independently organized event In the spirit of ideas worth spreading, TEDx is a program of local, self-organized events that bring people together to share a TED-like experience. At a TEDx event, TEDTalks video and live speakers combine to spark deep discussion and connection in a small group. These local, self-organized events are branded TEDx, where x = independently organized TED event. The TED Conference provides general guidance for the TEDx program, but individual TEDx events are self-organized.* (*Subject to certain rules and regulations)","TEDx Talks","KfK3eK-kOQA"
"37",0,"President Obama's 2015 White House Correspondents' Dinner Speech","President Obama speaks at the 2015 White House Correspondents' Dinner. Subscribed to our channel for more.","The Democrats","s34NWArsxVw"
"38",1,"Covid-19: why the economy could fare worse than you think | The Economist","Three months after lockdown was relaxed in China, its economy is now running at around 90% of normal levels. Although 90% may sound fine, for many it could be catastrophic. Read more here: https://econ.st/2AeZ86kFurther reading:Sign up to The Economist’s daily newsletter to keep up to date with our latest covid-19 coverage: https://econ.trib.al/YD53WI6 Find The Economist’s most recent coverage of covid-19 here: https://econ.st/2QXX9sJ Read our leader on lifting lockdowns: https://econ.st/2TuaxG6 Tracking the economic recovery: https://econ.st/2Xk7i5x How covid-19 is undoing progress in curbing poverty: https://econ.st/3e748J5 See the data: unemployment and unemployment insurance in America: https://econ.st/2ATwnN1 Britain’s public debt is rising to its highest level in decades: https://econ.st/2A3VSLi","The Economist","f9v6givfTEA"
"39",0,"President Obama Addresses the British Parliament","In an address to Parliament, President Obama discusses how the special relationship between the United States and Great Britain can continue to help the two nations serve as catalysts for global action as the world faces a new series of threats and challenges. May 25, 2011.","The Obama White House","fp85zRg2cwg"
"40",0,"The lost neighborhood under New York's Central Park","Before Central Park was built, a historically black community was destroyed. Become a Video Lab member! http://bit.ly/video-labIf you’ve been to New York, you’ve probably visited Central Park. But there’s a part of its story you won't see. It’s a story that goes back to the 1820s, when that part of New York was largely open countryside. Soon it became home to about 1,600 people. Among them was a predominantly black community that bought up affordable plots to build homes, churches and a school. It became known as Seneca Village. And when Irish and German immigrants moved in, it became a rare example at the time of an integrated neighborhood.Everything changed on July 21, 1853. New York took control of the land to create what would become the first major landscaped park in the US -- they called it “The Central Park.” In the Vox series Missing Chapter, Vox Senior Producer Ranjani Chakraborty revisits underreported and often overlooked moments from the past to give context to the present. Join her as she covers the histories that are often left out of our textbooks. Our first season tackles stories of racial injustice, political conflicts, even the hidden history of US medical experimentation.Have an idea for a story that Ranjani should investigate for Missing Chapter? Send it to her via this form! http://bit.ly/2RhjxMySign up for the Missing Chapter newsletter to stay up to date with the series:  https://vox.com/missing-chapterExplore the full Missing Chapter playlist, including episodes, a creator Q&A, and more! https://www.youtube.com/playlist?list...The Institute for the Exploration of Seneca Village History website: http://projects.mcah.columbia.edu/sen...The exhibit on Seneca Village through the Central Park Conservancy: https://www.centralparknyc.org/progra...Check out the 1856 before and after Central Park plans at the New York Public Library, as well as dozens of other Central Park maps and archives: https://digitalcollections.nypl.org/i...Read the full report on the 2011 Seneca Village excavations: http://s-media.nyc.gov/agencies/lpc/a...Read the New York Times’ coverage of Seneca Village: https://www.nytimes.com/2019/11/28/op...Read The Park and the People by Elizabeth Blackmar and Roy Rosenzweig for a comprehensive history of Central Park, including Seneca Village: https://www.cornellpress.cornell.edu/...Vox.com is a news website that helps you cut through the noise and understand what's really driving the events in the headlines. Check out http://www.vox.com.Watch our full video catalog: http://goo.gl/IZONyEFollow Vox on Facebook: http://goo.gl/U2g06oOr Twitter: http://goo.gl/XFrZ5H","Vox","HdsWYOZ8iqM"
"41",0,"The gun solution we're not talking about","Universal background checks won't fix America's gun crisis. But there's something else that might.Become a Video Lab member! http://bit.ly/video-labIt seems like after every mass shooting, politicians talk about expanding background checks for gun buyers. But background checks don't actually do a great job of keeping dangerous people from getting guns. What does? A licensing system, where before you can buy a gun, you need a license from the state.* Dig deeper into Massachusetts' licensing system on Vox.com:https://www.vox.com/2018/11/13/176580...* And read the Johns Hopkins research on gun licensing:https://www.jhsph.edu/research/center...Vox.com is a news website that helps you cut through the noise and understand what's really driving the events in the headlines. Check out http://www.vox.com.Watch our full video catalog: http://goo.gl/IZONyEFollow Vox on Facebook: http://goo.gl/U2g06oOr Twitter: http://goo.gl/XFrZ5H","Vox","ENw2y0ek1Jg"
"42",0,"This photo triggered China's Cultural Revolution","Mao Zedong swimming in a river in 1966 was a big deal.Become a Video Lab member! http://bit.ly/video-labIn 1966, Mao Zedong, China’s communist leader and the founder of the People’s Republic of China, was rumored to be in failing health. The devastating policies of his Great Leap Forward (1958-1962) — which forced millions of peasants to work tirelessly on government farming communes and by manufacturing crude steel — resulted in the greatest famine known to human history, costing anywhere between 23 and 55 million lives. Mao wanted to leave behind a powerful Communist legacy, like Marx and Lenin before him. And in order to do so, he needed to connect with the younger generation before he died. So after announcing his Great Proletarian Cultural Revolution, he swam across the Yangtze River. Mao had done the same swim 10 years earlier to prove his vitality, and he hoped it would work again.His """"Cultural Revolution"""" was a call to hunt down and eliminate his enemies, and reeducate China’s youth with the principles Maoism. Led by the fanatical Red Guards, the Cultural Revolution was a devastating 10-year period in Chinese history that didn’t end until Mao died in 1976.Additional reading: Embodying Maoism: The swimming craze, the Mao cult, and body politics in Communist China, 1950s–1970s, by Shuk-wah Poon https://doi.org/10.1017/S0026749X1700...Red-Color News Soldier, by Li Zhenshenghttp://red-colornewssoldier.com/Darkroom is a history and photography series that anchors each episode around a single image. Analyzing what the photo shows (or doesn't show) provides context that helps unravel a wider story. Watch previous episodes here: https://www.youtube.com/watch?v=ddiOJ...Vox.com is a news website that helps you cut through the noise and understand what's really driving the events in the headlines. Check out http://www.vox.com.Watch our full video catalog: http://goo.gl/IZONyEFollow Vox on Facebook: http://goo.gl/U2g06oOr Twitter: http://goo.gl/XFrZ5H","Vox","kXByOrRrO7c"
"43",0,"We measured pop music’s falsetto obsession","From Justin Timberlake to the Bee Gees, we charted the popularity of men singing high.Become a Video Lab member! http://bit.ly/video-labIt’s nearly impossible to turn on the radio and not hear a male artist singing really high. Likely he’s a tenor, and more often than not he’ll sing in falsetto. Think Justin Bieber, The Weeknd, Bruno Mars, Drake, Charlie Puth, Shawn Mendes, Adam Levine, Sam Smith ... the list goes on and on and on. This isn’t a trend — it has been the status quo for decades. Using the data diving know-how of The Pudding, and drawing on the expertise of Anthony Roth Costanzo, a professional opera singer, I dig into the world of the high male vocal range by tracking how pervasive it really is across the decades. The Pudding: https://pudding.cool/IG: @the.puddingTwitter: @puddingvizThe articles referenced in the video can be found here: The Evolution of the Male Falsetto: https://frieze.com/article/evolution-...What does it mean when The Weeknd hits a high note: https://www.washingtonpost.com/lifest...Active Child, Prince, and the Science of the Male Falsetto: https://pitchfork.com/thepitch/794-ac...Why Are There So Many Tough Guys Who Sound Like Ladies On The Radio?: https://www.npr.org/2016/02/15/466404...Here's a Spotify list of 65+ songs that have some pretty fun falsetto moments: https://open.spotify.com/playlist/0nU...And here’s the same Pandora playlist: https://www.pandora.com/playlist/PL:1...And a list of all of the songs featured in this video by timestamp:1:04 - Want to Want Me - Jason Derulo1:09 - Sugar - Maroon 51:18 - Sorry - Justin Bieber1:30 - Can’t Feel My Face - The Weeknd1:32 - What Do You Mean - Justin Bieber1:36 - The Hills -  The Weeknd1:42 - Hello - Adele3:33 - Sleep, Baby, Sleep - George P Watson3:47 - Ill Wind - Radiohead5:37 - Redbone - Childish Gambino6:10 - Rock of Ages - Def Leppard7:10 - Get Lucky  - Daft Punk7:21 - Crocodile Rock - Elton John8:23 - Killer Queen - Queen8:55 - I Knew I loved You - Savage Garden9:28 - Stayin’ Alive - Bee Gees9:50 - Falsetto - The-Dream10:17 - Cry Me A River - Justin Timberlake11:52 - Sweet Child O’ Mine - Guns N’ Roses11:55 - Two Hearts - Phil Collins12:01 - Rocket 2 U - The Jets12:19 - Smooth Criminal - Michael Jackson12:28 - Nite and Day - Al B. Sure12:33 - You Should Be Dancing - Bee Gees14:33- Me And Those Dreaming Eyes of Mine - D’Angelo14:44 - So In Love - Curtis Mayfield15:38 - Sherry - Frankie Valli and the Four Seasons15:48 - Natural - Bloodstone16:00 - Starboy - The WeekndEarworm is a series where Estelle Caswell takes you on a musical journey to discover the stories and sounds behind your favorite songs. More videos can be found here: https://www.youtube.com/playlist?list...Subscribe to our channel! http://goo.gl/0bsAjOVox.com is a news website that helps you cut through the noise and understand what's really driving the events in the headlines. Check out http://www.vox.com.Watch our full video catalog: http://goo.gl/IZONyEFollow Vox on Facebook: http://goo.gl/U2g06oOr Twitter: http://goo.gl/XFrZ5H","Vox","qJT2h5uGAC0"
"44",0,"The massacre of Tulsa's """"Black Wall Street""""","White mobs destroyed """"Black Wall Street"""" in 1921. But where are the victims' bodies?Become a Video Lab member! http://bit.ly/video-labNearly 100 years ago, a white mob destroyed an American neighborhood called “Black Wall Street,” murdering an estimated 300 people in Tulsa, Oklahoma. That incident — known as the 1921 Tulsa Race Massacre — has been largely left out of US history books. Today, a century later, the city still has a lot of questions. For one, where are the bodies of the victims? As the city's mayor re-opens the search for mass graves, we take a look at what happened back in 1921…and why finding these graves still matters to the people of Tulsa. For more reading, check out the links below: Vox’s reporting on an eyewitness account of the horrific attack: https://www.vox.com/2016/6/1/11827994...The Washington Post’s in-depth story on the massacre and the current challenges of gentrification: https://www.washingtonpost.com/news/l...And to take a look through more digitized photos, audio, and documents from 1921, check out the Tulsa Historical Society’s collection: https://www.tulsahistory.org/exhibit/... Vox.com is a news website that helps you cut through the noise and understand what's really driving the events in the headlines. Check out http://www.vox.com.Watch our full video catalog: http://goo.gl/IZONyEFollow Vox on Facebook: http://goo.gl/U2g06oOr Twitter: http://goo.gl/XFrZ5H","Vox","x-ItsPBTFO0"
"45",0,"Inside Hong Kong’s cage homes","When houses are the size of parking spaces.Follow Johnny on Instagram: https://www.instagram.com/johnny.harris/Follow the Vox Borders watch page: https://www.facebook.com/VoxBorders/Sign up for the Borders newsletter: http://www.vox.com/borders-emailWith original music by Tom Fox: https://m.soundcloud.com/user-416166523Hong Kong is the most expensive housing market in the world. It has been ranked as the least affordable housing market on Earth for eight years in a row, and the price per square foot seems to be only going up. The inflated prices are forcing Hongkongers to squeeze into unconventionally small spaces that can affect their quality of life. Tens of thousands of Hongkongers are living in spaces that range from 75 to 140 square feet. To put that in perspective, the average parking space in the US is about 150 square feet. And in the most extreme cases, Hongkongers have resorted to homes the size of a coffin. I spent some time exploring the living situation in Hong Kong to find out why housing has become so expensive and spaces so tight. To understand how Hong Kong’s housing market turned out this way and see how it’s affecting people’s lives, watch the final episode of Borders Hong Kong. Subscribe to our channel! http://goo.gl/0bsAjOVox Borders is an international documentary series by Emmy-nominated producer Johnny Harris exploring life at the edge of nations. For more, visit vox.com/borders.Check out our full video catalog: http://goo.gl/IZONyEFollow Vox on Twitter: http://goo.gl/XFrZ5HOr on Facebook: http://goo.gl/U2g06o","Vox","hLrFyjGZ9NU"
"46",0,"The deadly race to the South Pole","Two exploration teams raced to the South Pole. Only one made it out alive. Correction: A previous version of this video used an outdated British flag. The error has been corrected. We also occasionally referred to the British team as English. In fact, some members of Scott's team were Scottish and Welsh.Help us make our channel more ambitious by joining the Vox Video Lab. Becoming a member brings you closer to our work and gets you exclusive perks, like livestream Q&As with your favorite Vox creators. Learn more at http://bit.ly/video-labSubscribe to our channel! http://goo.gl/0bsAjORobert Falcon Scott was a British explorer who dreamed of being the first person to reach the South Pole. In 1912, he reached the Pole only to learn that his Norwegian rival, Roald Amundsen, had beat him to it. Caught by freakish weather and a string of bad luck, his entire party died trying to get back. Reasons for his failure range from his use of ponies rather than dogs to a highly unusual temperature drop that made the journey back impossible to survive.Darkroom is a new series from Vox producer Coleman Lowndes that digs into stories of the past, one photograph at a time. Watch all the episodes here: http://bit.ly/321DvzOVox.com is a news website that helps you cut through the noise and understand what's really driving the events in the headlines. Check out http://www.vox.com.Watch our full video catalog: http://goo.gl/IZONyEFollow Vox on Facebook: http://goo.gl/U2g06oOr Twitter: http://goo.gl/XFrZ5H","Vox","hpcZmuz2LGY"
"47",0,"These photos ended child labor in the US","Child labor was widely practiced until a photographer showed the public what it looked like.This video is presented by CuriosityStream: https://www.curiositystream.com/VoxBecome a Video Lab member! http://bit.ly/video-labThe 1900 US Federal Census revealed that 1.75 million children under the age of 16, more than one in five, were gainfully employed. They worked all over the country in cotton mills, glass blowing factories, sardine canneries, farms, and even coal mines. In an effort to expose this exploitation of children, the National Child Labor Committee hired a photographer to travel around the country and investigate and report on the labor conditions of children. Lewis Wickes Hine photographed and interviewed kids, some as young as 4 years old, and published his findings in various Progressive magazines and newspapers. Once the public saw the plight of these children, state legislatures were pressured to pass bills regulating labor for workers under the age of 18, effectively bringing an end to child labor in the United States. See the entire collection of Lewis Hine's photos for the National Child Labor Committee here: https://www.loc.gov/collections/natio...Darkroom is a series from Vox producer Coleman Lowndes that digs into stories of the past, one photograph at a time. Watch all the episodes here: http://bit.ly/321DvzOVox.com is a news website that helps you cut through the noise and understand what's really driving the events in the headlines. Check out http://www.vox.com.Watch our full video catalog: http://goo.gl/IZONyEFollow Vox on Facebook: http://goo.gl/U2g06oOr Twitter: http://goo.gl/XFrZ5H","Vox","ddiOJLuu2mo"
"48",0,"We need to change how we bury the dead","The way we traditionally bury the dead is horrible for the environment.Help us make more ambitious videos by joining the Vox Video Lab. It gets you exclusive perks, like livestream Q&As with all the Vox creators, a badge that levels up over time, and video extras bringing you closer to our work! Learn more at http://bit.ly/video-labVox.com is a news website that helps you cut through the noise and understand what's really driving the events in the headlines. Check out http://www.vox.com to get up to speed on everything from Kurdistan to the Kim Kardashian app. Check out our full video catalog: http://goo.gl/IZONyEFollow Vox on Twitter: http://goo.gl/XFrZ5HOr on Facebook: http://goo.gl/U2g06oThe modern way of burying a body, the """"casket in the ground method"""" most of us are used to is horrible for the environment. It uses an incredible amount of resources, emits toxic pollutants into the air, and pumps the ground full of formaldehyde, which is known to cause cancer. It's also prohibitively expensive. The average cost of a modern funeral costs between $10,000 to $12,000.There are a number of greener options available though. Cremation uses less resources and requires less space than a traditional burial, but isn't perfect. There are more experimental methods on the horizon  such as promession and alkaline hydrolysis. No matter which method we choose, it's clear that we need to reform how we bury the dead.Also be sure to read Mark Harris's excellent book about green burials http://www.gravematters.us","Vox","o2dvXWX3Sdw"
"49",0,"Why so many sitcoms look the same","The one about sitcom lighting.Subscribe to our channel! http://goo.gl/0bsAjOIn this episode of Vox Almanac, Phil Edwards explores the surprising history behind sitcom lighting.Karl Freund was the genius cinematographer behind Metropolis, the silent film classic. But then he designed the set for I Love Lucy - the first of the multicam, laugh-track heavy sitcoms. Today, they look bland, but it wasn’t always that way. But at the time, Freund had a good reason to tackle the challenge.These lighting techniques are still in use today on sitcoms like Friends, the Big Bang Theory, and other multi-camera hits. What looks generic to our eyes was, at one time, the result of an artist who made the impossible look easy.Vox.com is a news website that helps you cut through the noise and understand what's really driving the events in the headlines. Check out http://www.vox.com.Watch our full video catalog: http://goo.gl/IZONyEFollow Vox on Facebook: http://goo.gl/U2g06oOr Twitter: http://goo.gl/XFrZ5H","Vox","sQvjD2-p98U"
"50",0,"How coronavirus spreads outdoors vs. indoors","Can a runner give you Covid-19?Subscribe to our channel! http://goo.gl/0bsAjOIf you want to stay totally safe from Covid-19, and eliminate the risk of either getting it or transmitting it, you have to stay home. But as the weather gets warmer, public places start to open up, and many places enter their fourth month of life under coronavirus, that’s becoming less and less realistic.At the same time, we know that coronavirus can be transmitted through the air -- and that raises some pretty big questions. Is it safe to go the beach? What about a park? Is a heavy-breathing runner going to infect you as they pass you? In short: How do you go outside safely?Read Vox reporter Sigal Samuel’s article about the risks of transmitting Covid-19 outdoors: https://www.vox.com/future-perfect/20...A helpful chart for thinking through the risks of different scenarios when it comes to Covid-19: https://www.vox.com/2020/5/22/2126675...The CDC’s study about the Guangzhou restaurant where one person transmitted the virus to several others: https://wwwnc.cdc.gov/eid/article/26/...And the study of the 318 outbreaks in China: https://www.medrxiv.org/content/10.11...Vox.com is a news website that helps you cut through the noise and understand what's really driving the events in the headlines. Check out http://www.vox.com.Watch our full video catalog: http://goo.gl/IZONyEFollow Vox on Facebook: http://goo.gl/U2g06oOr Twitter: http://goo.gl/XFrZ5H","Vox","n6QwnzbRUyA"
"51",0,"How Technicolor changed movies","What was """"glorious Technicolor?"""" It was a groundbreaking technology — but it was more than that, too.Find an extra commentary video here:https://www.youtube.com/watch?v=mJCtH...To learn more, check out:The George Eastman Museum: https://eastman.org/Eastman's Technicolor Online Research: https://www.eastman.org/technicolor-o...Barbara Flueckiger’s Timeline of Historical Film Colors: https://filmcolors.org/Follow Phil Edwards on Facebook: https://www.facebook.com/philedwardsi...In this episode of Vox Almanac, Phil Edwards explores the history of Technicolor: both the technology and the company. Many people recognize Technicolor from The Wizard of Oz, but the technology existed long before then. Two strip Technicolor and three strip Technicolor both revolutionized the film industry and shaped the look of 20th century film.But Technicolor also influenced movies through its corporate control of the technology. People like Natalie Kalmus shaped the aesthetic of color films, and directors redesigned their sets and films based on the Technicolor look that the company — and viewers — demanded.Though the process we traditionally recognize as Technicolor is no longer in use (the company does continue), the look remains influential even today.Subscribe to our channel! http://goo.gl/0bsAjOVox.com is a news website that helps you cut through the noise and understand what's really driving the events in the headlines. Check out http://www.vox.com to get up to speed on everything from Kurdistan to the Kim Kardashian app. Check out our full video catalog: http://goo.gl/IZONyEFollow Vox on Twitter: http://goo.gl/XFrZ5HOr on Facebook: http://goo.gl/U2g06o","Vox","Mqaobr6w6_I"
"52",0,"Where the """"comic book font"""" came from","So...why does all the writing in comic books look like that? Vox's Phil Edwards looked into it and found an aesthetic shaped by comics culture, technology, and really cheap paper.Follow Phil Edwards and Vox Almanac on Facebook for more: https://www.facebook.com/philedwardsi...Want to learn more about comics lettering? You can't beat the writing of legendary letterer Todd Klein:http://kleinletters.com/Special thanks to Collector's World in Annandale, Va, as well as Comicraft and Boom! Studios.Check them out here:http://collectorsworldva.com/http://new.comicraft.com/http://www.boom-studios.com/Subscribe to our channel! http://goo.gl/0bsAjOVox.com is a news website that helps you cut through the noise and understand what's really driving the events in the headlines. Check out http://www.vox.com to get up to speed on everything from Kurdistan to the Kim Kardashian app. Check out our full video catalog: http://goo.gl/IZONyEFollow Vox on Twitter: http://goo.gl/XFrZ5HOr on Facebook: http://goo.gl/U2g06o","Vox","e31fNccOQSE"
"53",0,"How obsessive artists colorize old photos","Photo colorization artists use a combination of research, physics, and technology to digitally reconstruct history's black and white record. Help us make more ambitious videos by joining the Vox Video Lab. It gets you exclusive perks, like livestream Q&As with all the Vox creators, a badge that levels up over time, and video extras bringing you closer to our work! Learn more at http://bit.ly/video-labArtist links:Jordan Lloyd (@jordanjlloydhq): http://dynamichrome.com/Mads Madsen (@Madsmadsench): http://www.colorized-history.com/Marina Amaral (@marinamaral2): http://www.marinamaral.com/Dana Keller (@HistoryInColor): http://www.danarkeller.com/Patty Allison (@imbuedwithhues): https://imbuedwithhues.wordpress.com/ The Paper Time Machine: https://unbound.com/books/paper-time-...Photo colorization isn’t just coloring within the lines — it requires meticulous research to make sure that every detail is historically accurate. The color of military uniforms, signs, vehicles, and world fashion spanning decades needs to be accounted for before even opening digital software like Photoshop. That means digging through sources like diaries, government records, old advertisements, and even consulting historical experts to get the colors right.But even after the arduous research, restoration, and blending of color, the image still isn’t finished. In order to achieve true photorealism, the physics of how light works in the atmosphere needs to be taken into account. Colors look different depending on the lighting conditions when the photo was taken, so artists rely on shadows and the location of light to make an educated guess about the time of day in a black-and-white photo.Subscribe to our channel! http://goo.gl/0bsAjOVox.com is a news website that helps you cut through the noise and understand what's really driving the events in the headlines. Check out http://www.vox.com to get up to speed on everything from Kurdistan to the Kim Kardashian app. Check out our full video catalog: http://goo.gl/IZONyEFollow Vox on Twitter: http://goo.gl/XFrZ5HOr on Facebook: http://goo.gl/U2g06o","Vox","vubuBrcAwtY"
"54",1,"How Negative Yields Work | WSJ","Negative yields are occurring with greater frequency in global bond markets. What generates negative yields and why do investors continue to buy these money-losing bonds?More from the Wall Street Journal: Visit WSJ.com: http://www.wsj.comVisit the WSJ Video Center: https://wsj.com/videoOn Facebook: https://www.facebook.com/pg/wsj/videos/On Twitter: https://twitter.com/WSJOn Snapchat: https://on.wsj.com/2ratjSM #WSJ #Bonds #YieldCurve","Wall Street Journal","eyBZWrp9P4U"
"55",1,"How the Government Creates Stimulus Money | WSJ","Both Congress and the Federal Reserve are pumping trillions of dollars into the economy to fight the economic damage caused by the coronavirus. WSJ explains where all that stimulus money is coming from. Photo Illustration: Carlos Waters / WSJMore from the Wall Street Journal:Visit WSJ.com: http://www.wsj.comVisit the WSJ Video Center: https://wsj.com/videoOn Facebook: https://www.facebook.com/pg/wsj/videos/On Twitter: https://twitter.com/WSJOn Snapchat: https://on.wsj.com/2ratjSM#WSJ #Economy #WSJExplainer","Wall Street Journal","PZpYgQiZXhI"
"56",1,"How the Pandemic Could Transform Higher Ed | WSJ","Will the coronavirus pandemic lead to long-term changes in higher education? To better understand the challenges facing U.S. colleges and universities, WSJ’s Alexander Hotz spoke with administrators, students, and a higher education futurist. Photo: Robert F. Bukaty/APMore from the Wall Street Journal:Visit WSJ.com: http://www.wsj.comVisit the WSJ Video Center: https://wsj.com/videoOn Facebook: https://www.facebook.com/pg/wsj/videos/On Twitter: https://twitter.com/WSJOn Snapchat: https://on.wsj.com/2ratjSM#WSJ #Coronavirus #HigherEducation","Wall Street Journal","lo9UxC6dfG4"
"57",1,"Euronews English Live","Subscribe to our channel: http://bit.ly/2nhQGgNHello and welcome to Euronews Live, our top stories :➡️ Global infections rise: WHO predicts worldwide tally to reach 10 million within a week➡️ Germany new outbreak: New restrictions imposed in Gütersloh after local flare-up➡️ US troops in Europe: Trump says thousands will pull out from operations in Germany➡️ Kosovo president accused: Hashim Thaci accused of war crimes during Kosovo's battle for independence➡️ Poland election: Voters head to the polls to elect a new president on SundayLatests news : http://bit.ly/EuronewsTopStoriesFollow us on our thematic channels:NoComment: https://www.youtube.com/c/nocommenttv...Euronews Living: http://bit.ly/2sMsaDBKnowledge: https://www.youtube.com/c/euronewskno...Follow us on all platforms and on all devices: https://www.euronews.com/follow-us","euronews (in English)","Opt0qxYxoVc"
